"","Salinity","Temperature","Date","Layer","Zonal_velocity","Meridional_velocity","Vertical_velocity","Vertical_diffusivity","DIN","Diatom_chl","Non_diatom_chl","Diatom_phytoplankton_N","Non_diatom_phytoplankton_N","Detritus","Silicate","Microzooplankton_N","Mesozooplankton_N","Month","Year","Depth","Depthmid"
"1","34.8365287780762","6.22710609436035","20020105","1","0.0115306656807661","0.0265333354473114","3.04961886854471e-08","0.0106904087588191","8.21077346801758","0.069834016263485","0.255470424890518","0.0429956242442131","0.117163240909576","0.0659739747643471","4.23056221008301","0.0385641939938068","0.0403590276837349","01","2002",0,0.505760014057159
"2","34.8365287780762","6.22711038589478","20020105","2","0.0115415100008249","0.0265396032482386","-5.1951406732087e-08","10.0000009536743","8.21077346801758","0.0698340013623238","0.255470335483551","0.0429956130683422","0.117163196206093","0.0659742131829262","4.23056221008301","0.0385641939938068","0.0403590276837349","01","2002",1.02390658855438,1.55585527420044
"3","34.8365287780762","6.2271146774292","20020105","3","0.0115528628230095","0.0265461578965187","-1.38855497766599e-07","10.0000009536743","8.21077346801758","0.0698339715600014","0.255470186471939","0.0429955944418907","0.117163091897964","0.0659744590520859","4.23056221008301","0.0385641939938068","0.0403590276837349","01","2002",2.10318994522095,2.66768169403076
"4","34.8365287780762","6.22711944580078","20020105","4","0.0115648545324802","0.0265530683100224","-2.31298812991554e-07","10.0000009536743","8.21077346801758","0.0698339268565178","0.255469918251038","0.042995560914278","0.117162927985191","0.0659747272729874","4.23056221008301","0.0385641939938068","0.0403590276837349","01","2002",3.25130915641785,3.8562798500061
"5","34.8365287780762","6.22712469100952","20020105","5","0.0115776406601071","0.0265604257583618","-3.3063221849261e-07","10.0000009536743","8.21077442169189","0.0698338523507118","0.255469501018524","0.0429955162107944","0.117162689566612","0.0659750029444695","4.23056268692017","0.0385641939938068","0.0403590276837349","01","2002",4.48505258560181,5.14036130905151
"6","34.8365287780762","6.22712993621826","20020105","6","0.0115914074704051","0.0265683326870203","-4.38531344570947e-07","10.0000009536743","8.21077442169189","0.0698337554931641","0.255468964576721","0.0429954566061497","0.117162376642227","0.0659753084182739","4.23056268692017","0.0385641902685165","0.0403590276837349","01","2002",5.82523775100708,6.54303359985352
"7","34.8365287780762","6.22713613510132","20020105","7","0.0116063728928566","0.0265769101679325","-5.57055841454712e-07","10.0000009536743","8.21077537536621","0.0698336362838745","0.255468219518661","0.0429953821003437","0.117161966860294","0.0659756362438202","4.23056316375732","0.0385641902685165","0.0403590239584446","01","2002",7.29744291305542,8.09251880645752
"8","34.8365287780762","6.22714233398438","20020105","8","0.0116227827966213","0.0265862941741943","-6.88704460571898e-07","10.0000009536743","8.21077632904053","0.0698334723711014","0.2554672062397","0.0429952852427959","0.117161445319653","0.0659759938716888","4.23056316375732","0.0385641865432262","0.0403590239584446","01","2002",8.93268585205078,9.82275009155273
"9","34.8365325927734","6.22714996337891","20020105","9","0.0116409063339233","0.0265966299921274","-8.36454205455084e-07","10.0000009536743","8.21077728271484","0.0698332786560059","0.25546595454216","0.0429951623082161","0.11716078966856","0.0659763887524605","4.23056364059448","0.0385641828179359","0.0403590202331543","01","2002",10.767897605896,11.7736797332764
"10","34.8365325927734","6.2271580696106","20020105","10","0.011661016382277","0.0266080647706985","-1.00376610134845e-06","10.0000009536743","8.21077919006348","0.0698330253362656","0.255464315414429","0.0429950170218945","0.117159962654114","0.0659768283367157","4.2305645942688","0.0385641790926456","0.040359016507864","01","2002",12.8459920883179,13.9910383224487
"11","34.8365325927734","6.2271671295166","20020105","11","0.0116833662614226","0.0266207233071327","-1.19453795832669e-06","10.0000009536743","8.21078109741211","0.0698327198624611","0.255462259054184","0.0429948344826698","0.117158956825733","0.0659773200750351","4.23056507110596","0.038564171642065","0.0403590090572834","01","2002",15.2152690887451,16.5253219604492
"12","34.8365325927734","6.22717714309692","20020105","12","0.011708146892488","0.0266347005963326","-1.41298301059578e-06","10.0000009536743","8.21078300476074","0.0698323398828506","0.255459696054459","0.0429946146905422","0.117157727479935","0.0659778565168381","4.23056602478027","0.0385641641914845","0.0403590016067028","01","2002",17.9279232025146,19.429801940918
"13","34.8365325927734","6.22718858718872","20020105","13","0.01173544395715","0.0266500152647495","-1.66342852025991e-06","10.0000009536743","8.21078681945801","0.0698318928480148","0.25545659661293","0.0429943539202213","0.117156252264977","0.0659784525632858","4.23056745529175","0.0385641530156136","0.0403589941561222","01","2002",21.0375709533691,22.7576160430908
"14","34.8365325927734","6.22720146179199","20020105","14","0.0117651876062155","0.0266665946692228","-1.95004713532398e-06","10.0000009536743","8.21078968048096","0.0698313638567924","0.255452930927277","0.0429940484464169","0.117154531180859","0.0659790933132172","4.23056888580322","0.0385641381144524","0.040358979254961","01","2002",24.5959873199463,26.5583000183105
"15","34.8365325927734","6.22721529006958","20020105","15","0.011797109618783","0.0266842469573021","-2.27656960305467e-06","10.0000009536743","8.21079444885254","0.0698307603597641","0.255448669195175","0.0429937019944191","0.117152556777","0.0659797862172127","4.23057079315186","0.0385641157627106","0.0403589606285095","01","2002",28.6496505737305,30.8745613098145
"16","34.8365364074707","6.22723007202148","20020105","16","0.0118307219818234","0.0267026461660862","-2.64605068878154e-06","10.0000009536743","8.21080017089844","0.0698300823569298","0.255443871021271","0.0429933108389378","0.117150358855724","0.0659805089235306","4.23057270050049","0.0385640896856785","0.0403589382767677","01","2002",33.2369651794434,35.7402038574219
